SERIAL,SHOT,DUT,XPOS,YPOS,BIN,FAILTNO,BIDIR_TAIL_L2_031,BIDIR_TAIL_L3_032,BIDIR_TAIL_L4_033,BIDIR_TAIL_L5_034,CODE_RAIL_L1_060,CODE_RAIL_L2_061,CODE_RAIL_L3_062,CODE_RAIL_L4_063,CODE_RAIL_L5_064,CONSTANT_VALUE_L1_050,CONSTANT_VALUE_L2_051,CONSTANT_VALUE_L3_052,CONSTANT_VALUE_L4_053,CONSTANT_VALUE_L5_054,EQUIPMENT_SUSPECT_L1_055,EQUIPMENT_SUSPECT_L2_056,EQUIPMENT_SUSPECT_L3_057,EQUIPMENT_SUSPECT_L4_058,EQUIPMENT_SUSPECT_L5_059,HEAVY_TAIL_L1_035,HEAVY_TAIL_L2_036,HEAVY_TAIL_L3_037,HEAVY_TAIL_L4_038,HEAVY_TAIL_L5_039,LOW_SAMPLE_UNCERTAIN_L1_070,LOW_SAMPLE_UNCERTAIN_L2_071,LOW_SAMPLE_UNCERTAIN_L3_072,LOW_SAMPLE_UNCERTAIN_L4_073,LOW_SAMPLE_UNCERTAIN_L5_074,MISSING_LIMIT_L1_065,MISSING_LIMIT_L2_066,MISSING_LIMIT_L3_067,MISSING_LIMIT_L4_068,MISSING_LIMIT_L5_069,MIX2_MEANSHIFT-OUTWARN_L1_115,MIX2_MEANSHIFT-OUTWARN_L2_116,MIX2_MEANSHIFT-OUTWARN_L3_117,MIX2_MEANSHIFT-OUTWARN_L4_118,MIX2_MEANSHIFT-OUTWARN_L5_119,MIX2_WIDE-SEVOUT_L1_105,MIX2_WIDE-SEVOUT_L2_106,MIX2_WIDE-SEVOUT_L3_107,MIX2_WIDE-SEVOUT_L4_108,MIX2_WIDE-SEVOUT_L5_109,MIX2_WIDE-SUBPOP_L1_110,MIX2_WIDE-SUBPOP_L2_111,MIX2_WIDE-SUBPOP_L3_112,MIX2_WIDE-SUBPOP_L4_113,MIX2_WIDE-SUBPOP_L5_114,SUBPOP_GAP_L1_040,SUBPOP_GAP_L2_041,SUBPOP_GAP_L3_042,SUBPOP_GAP_L4_043,SUBPOP_GAP_L5_044,TAIL_RISK_L1_045,TAIL_RISK_L2_046,TAIL_RISK_L3_047,TAIL_RISK_L4_048,TAIL_RISK_L5_049,MIX2_GROSS-WIDE_L3_172
C002145,537,2,-12,18,2,60,0.0381917,0.8816,1.61436,0.634816,19,29,45,25,33,1.0001,1,1.25,1.5,1.75,1.02986,0.902473,0.923985,0.99129,1.00376,0.951116,0.995679,1.05453,1.02974,1.02494,,,,,,0.959175,0.983813,1.00392,1.00415,1.0489,0.947033,0.864726,0.731228,0.635365,0.496941,0.70906,1.28992,0.895964,0.569657,-8.18222,0.975599,0.271746,-0.670395,-1.81513,7.17139,1.018,1.04806,0.830285,0.766118,0.631126,0.887192,1.05473,0.931291,1.50231,2.10666,1.28112
C002146,537,3,-11,18,2,60,1.70636,0.829022,0.484406,-0.0377747,24,28,39,41,63,0.999858,1,1.25,1.5,1.75,0.959744,0.986502,0.940649,1.01728,0.990332,0.974122,1.04126,1.01655,1.00972,0.958113,,,,,,0.92045,0.865851,0.976721,1.09541,1.05352,0.888176,0.836393,0.786534,0.624363,0.522501,1.16717,1.0509,1.25712,1.15906,-1.36477,0.81148,0.847993,2.06611,-2.05082,-0.338697,1.0691,0.956961,0.830218,1.17079,1.36074,0.866335,0.70229,1.30071,0.741846,0.892378,0.92347
C002147,537,4,-10,18,2,6,0.657738,0.688195,0.415582,3.49012,34,40,39,24,0,0.999913,1,1.25,1.5,1.75,1.01277,0.99066,1.00168,0.810669,0.83128,1.0047,1.01311,0.916614,0.997955,0.940045,,,,,,0.938044,1.00756,0.968284,1.00686,0.984576,0.906291,0.784788,0.779918,0.687318,0.610107,0.953773,1.23395,1.16591,1.62516,1.67563,1.05042,0.299319,-0.289918,-1.88176,6.91402,1.03131,0.929606,0.869626,1.31625,0.676753,1.10169,1.05899,0.94966,1.13986,0.93037,0.647735
C002148,538,1,-9,18,2,46,-0.131662,1.9819,0.0908941,-3.21845,42,29,32,34,49,1.00013,1,1.25,1.5,1.75,0.970412,1.0135,1.09695,0.993111,1.1559,0.945022,0.93366,0.992422,0.986535,1.08743,,,,,,0.889337,0.911409,1.05852,1.11291,0.98582,0.886347,0.809209,0.750891,0.673854,0.533685,1.16792,1.0304,1.0888,1.45161,0.77904,0.808675,0.453792,2.22164,3.80161,0.725017,0.932969,1.13106,0.823897,1.26509,1.43231,1.07739,0.848076,0.999838,0.926333,0.898884,1.1252
C002149,538,2,-8,18,2,60,1.06739,0.316911,-0.898272,2.98442,36,26,63,32,0,1.00002,1,1.25,1.5,1.75,1.00676,0.927314,0.949946,1.1036,1.16896,0.893355,0.978236,0.999172,0.945717,1.01356,,,,,,0.968207,1.06116,0.970666,0.978809,1.07814,0.968706,0.826109,0.748599,0.662296,0.524226,0.992059,0.931051,1.36462,1.61063,9.20019,0.999128,1.43914,0.134593,3.83641,8.07586,1.00764,0.872445,1.10923,1.29557,0.616283,0.998079,1.12427,0.836297,0.743598,0.668311,1.25125
C002150,538,3,-7,18,2,60,1.45029,1.93066,3.12812,-3.62548,33,29,31,31,29,1.00006,1,1.25,1.5,1.75,0.988345,0.963202,0.970248,1.09807,0.693177,1.02351,0.979274,1.01857,0.96203,0.967527,,,,,,0.986081,1.02893,1.02465,1.11431,1.06509,0.947699,0.820293,0.793793,0.652919,0.580398,1.05426,0.995761,0.58582,0.474713,0.934172,1.00478,1.44909,1.87329,-1.6817,-5.072,1.1187,0.80778,0.853131,0.742155,0.674652,0.790707,0.829532,0.981665,1.83754,2.12019,0.696196
C002151,538,4,-6,18,2,60,1.06973,2.14555,2.59349,-1.5808,30,27,19,0,34,0.999996,1,1.25,1.5,1.75,0.991726,0.990188,0.992701,0.927206,0.96036,1.00729,1.06986,0.928385,0.973406,0.967163,,,,,,0.998173,0.989419,0.979609,0.948554,1.00381,0.940428,0.820642,0.757823,0.598208,0.56615,0.874646,0.935308,1.26341,1.16564,1.43241,1.02053,0.308789,1.76078,3.44677,0.466944,1.01336,0.872864,1.16681,1.24458,1.00064,1.25215,1.00945,1.00524,0.883427,2.27063,1.11769
C002152,539,1,-5,18,2,60,1.86967,0.255455,0.244689,1.31,35,29,37,44,0,1.00002,1,1.25,1.5,1.75,1.02635,0.983017,0.995169,1.02914,0.910712,0.94475,1.04647,0.987889,0.94753,1.05363,,,,,,1.02385,1.0084,0.917743,1.03773,1.04918,0.905504,0.780176,0.725605,0.637762,0.611182,1.04647,0.790675,1.0731,-4.17483,9.52985,1.03247,0.474245,-0.539107,3.82863,0.719876,0.994516,0.826226,0.844467,0.801967,0.604847,0.87597,0.808396,0.857031,0.973433,0.938844,0.888414
C002153,539,2,-4,18,2,60,0.740221,1.12912,2.83425,-0.659407,49,22,29,30,0,1.00008,1,1.25,1.5,1.75,1.0275,1.02409,0.985414,0.963217,1.19218,0.963508,1.0574,1.03549,0.951727,1.02036,,,,,,0.990455,0.929575,0.998014,0.837964,0.972249,0.915078,0.838133,0.76796,0.663511,0.526558,1.0896,1.06671,1.19897,0.645009,1.95353,0.999589,0.661183,1.74723,3.18639,-5.52851,0.971914,1.05406,1.24558,1.27628,1.32683,1.06678,0.75369,0.824279,0.667366,1.90855,0.934384
C002154,539,3,-3,18,2,60,0.913432,1.40263,2.05427,-2.02011,34,33,63,47,0,0.99994,1,1.25,1.5,1.75,1.00195,1.04454,0.992887,0.959589,1.08187,1.06596,1.04135,0.969379,0.958125,0.987515,,,,,,1.07203,1.00876,1.04331,1.01194,0.929595,0.954433,0.801888,0.809585,0.666202,0.547606,0.817056,1.0284,1.28473,1.88199,1.98418,1.21894,0.741704,0.240735,-1.73021,-5.50951,1.00861,0.892461,0.751859,1.20624,1.30802,1.05039,0.993197,0.971991,1.06451,1.93808,0.956178
C002155,539,4,-2,18,2,60,0.790308,0.878612,-0.686036,-1.04079,39,35,39,46,32,1.00019,1,1.25,1.5,1.75,1.01666,0.971001,0.980155,1.33361,1.02472,1.01852,1.05928,0.935425,1.00731,1.01475,,,,,,0.986282,1.0365,0.998042,0.985185,1.09738,0.945583,0.881811,0.714455,0.640907,0.563231,1.00214,0.944724,4.3469,1.26346,0.830489,1.20284,0.431903,1.92361,3.90725,-4.82389,0.978729,0.845237,1.23968,0.753728,1.36122,1.22889,1.23334,0.836321,1.61556,0.531426,1.11602
C002156,540,1,-1,18,2,60,1.56606,0.261301,-0.60905,0.602229,44,34,0,26,26,0.999915,1,1.25,1.5,1.75,0.999465,1.05939,1.01816,1.0008,1.00098,1.03539,1.02583,1.0388,0.974792,0.98827,,,,,,1.04255,0.975876,0.979008,1.0855,1.00303,0.900601,0.810165,0.744552,0.641216,0.577365,1.00531,1.08206,1.17785,-4.36768,1.93498,0.91879,1.50157,-0.189867,5.10534,0.383302,0.982151,0.858683,1.14139,0.769674,0.998026,0.944479,0.89851,0.768157,0.754763,1.108,1.55027
C002157,540,2,0,18,2,60,0.938529,1.76204,4.16541,1.94198,26,0,36,0,63,1.0001,1,1.25,1.5,1.75,0.96343,0.96573,1.08085,1.00848,1.02113,0.967182,0.960015,0.973619,1.00513,0.992644,,,,,,0.982119,0.976715,1.00565,0.97325,0.968502,0.969989,0.809309,0.743107,0.623008,0.562292,1.15491,1.02187,1.16709,0.327885,11.5494,0.86996,1.27106,2.12426,3.79283,-5.98932,0.990379,1.0876,0.85594,0.786981,0.696488,0.788728,1.21795,0.832911,0.784707,0.870817,0.899089
C002158,540,3,1,18,2,53,2.03083,0.764038,1.11234,5.04187,25,37,30,47,63,1.00009,1,1.25,1.5,1.75,0.998315,0.98705,0.990059,1.00644,1.08759,1.02693,1.04253,1.02417,1.08809,1.8492,,,,,,0.998175,1.01693,1.02965,0.971335,0.999912,0.996337,0.838015,0.755749,0.342156,0.513469,0.945134,-1.32837,0.869376,0.401475,0.488956,0.891566,0.716896,1.6367,-1.49959,-0.740722,1.01938,0.891599,1.2259,0.765668,1.01336,0.847155,0.918687,0.887923,0.612227,0.879582,1.09933
C002159,540,4,2,18,2,40,0.240562,1.04255,-0.203115,3.23326,21,27,24,63,0,1.00007,1,1.25,1.5,1.75,1.03333,0.993464,1.06706,0.87831,0.96811,0.945571,1.02588,1.05882,0.946329,0.968684,,,,,,1.04096,1.03723,0.951997,1.01797,1.05183,0.9827,0.810307,0.749439,0.673639,0.548482,1.01028,1.07615,1.47921,-3.30243,-0.131851,1.04932,0.627355,0.0856349,3.29581,1.08344,0.92548,1.18635,1.19095,0.704001,1.38095,0.90472,0.82186,0.930187,0.99657,1.93395,1.51165
C002160,541,1,3,18,1,,1.03097,-0.1012,1.48607,0.766878,25,39,40,63,0,1.00005,1,1.25,1.5,1.75,1.01809,1.02766,1.17782,0.94546,1.10462,0.956155,1.02605,1.00859,0.989286,0.918666,,,,,,0.989497,0.99694,1.04323,0.9709,0.917942,0.926246,0.816637,0.78322,0.615139,0.583691,0.906795,3.28603,4.01807,0.246829,1.06471,0.801799,0.832744,0.12492,-2.43875,0.766128,1.06294,0.874728,1.17724,1.21523,0.642953,1.0001,0.71704,0.963584,0.931389,0.733705,1.32892
C002161,541,2,4,18,2,60,0.71121,1.01826,-1.54451,0.492924,34,39,24,63,0,0.999941,1,1.25,1.5,1.75,0.974504,0.951294,1.08145,0.988334,1.11363,1.02413,0.963007,1.0086,1.09335,1.0804,,,,,,0.961635,1.01048,1.03822,1.01652,1.04423,0.926125,0.796289,0.753768,0.946328,0.496486,0.989053,1.19511,1.01572,1.62484,0.22847,1.11226,1.57141,-0.205718,-2.00072,1.75576,0.989478,0.894768,0.84899,1.21494,0.903452,0.985146,0.611883,0.640228,0.728167,2.12343,0.523468
C002162,541,3,5,18,2,60,0.726263,2.21762,-0.461977,0.414804,49,40,40,40,63,0.999962,1,1.25,1.5,1.75,0.991255,1.01324,1.03291,1.13499,1.00237,0.972216,0.97362,1.01682,0.944195,0.877077,,,,,,1.00591,0.984513,0.829398,1.06118,0.906783,0.998681,0.825767,0.77072,0.645291,0.550568,1.26187,0.706416,4.18525,6.77683,1.02691,0.919288,0.772167,1.91385,-0.414579,2.29962,0.983633,1.16033,1.20282,1.29181,0.975612,1.01952,1.10525,0.82249,0.828099,2.19003,1.38246
C002163,541,4,6,18,2,60,1.00511,0.552739,1.52602,-3.14984,34,32,28,63,0,1.00001,1,1.25,1.5,1.75,1.01596,1.00834,1.00565,1.05354,1.00524,1.02339,0.943701,0.967385,1.04561,0.980532,,,,,,1.01444,0.994806,0.962913,0.984689,0.983174,0.967108,0.773579,0.709005,0.664515,0.575027,0.957651,2.80674,0.986202,0.986776,-8.91176,0.998657,1.51078,2.55355,-0.622927,-6.21695,0.991364,0.959699,1.16037,0.69729,0.651138,0.8044,1.06146,0.773495,1.04168,1.01761,0.612324
C002164,542,1,7,18,2,60,2.17945,-0.977296,0.24078,4.34546,41,28,32,63,22,1.00006,1,1.25,1.5,1.75,0.970467,0.987021,0.961399,1.03342,1.18339,1.04984,0.983076,1.05369,1.00325,1.03948,,,,,,0.906323,1.14339,1.00341,0.957224,0.872628,0.939426,0.83373,0.805547,0.675562,0.531552,0.855688,0.727895,1.16915,1.23739,1.6138,1.09187,1.69098,2.23523,3.30232,8.02694,1.0306,1.21724,1.22354,0.792918,0.58972,0.976209,0.81355,1.56729,0.849168,0.966732,1.02316
C002165,542,2,8,18,2,60,1.02037,2.0212,-1.17842,5.49157,47,29,30,36,34,1.0,1,1.25,1.5,1.75,1.00482,1.03467,0.963445,0.993239,1.02898,0.966103,1.03138,0.987598,1.02116,1.07513,,,,,,0.973109,1.09363,1.09435,1.01054,0.981148,0.962302,0.808915,0.742085,0.648686,0.835491,0.915992,0.91075,1.56255,1.05784,0.821037,1.07041,0.327903,-0.622977,4.01155,-5.1756,0.99416,0.830079,1.25171,1.18473,1.21885,1.2402,0.803636,0.833287,1.7813,2.08014,0.309171
C002166,542,3,9,18,2,40,1.16291,0.189505,0.876543,4.04239,35,37,37,16,47,1.00008,1,1.25,1.5,1.75,0.98131,1.018,1.18678,1.10584,1.00731,0.99641,0.933178,1.00195,1.01038,0.914746,,,,,,1.03534,1.07939,0.986772,0.914748,1.0932,0.90647,0.803183,0.761405,0.640918,0.548428,0.910872,0.996353,0.367778,0.614636,2.29663,1.16672,0.484812,2.43812,-0.408912,-0.221485,0.965915,0.855134,1.09582,0.717637,0.595914,0.70368,1.02255,1.38686,0.791181,0.725257,0.771118
C002167,542,4,10,18,2,35,1.61375,0.915296,-0.7433,0.6159,20,36,23,31,45,1.00005,1,1.25,1.5,1.75,1.02755,1.00128,1.00679,1.01719,1.09691,0.970748,0.994136,0.899215,1.04914,0.932867,,,,,,1.01512,0.983211,0.9766,1.07522,1.06517,0.889163,0.824142,0.747046,0.640066,0.563448,0.966721,0.655183,0.805574,0.716885,-9.74006,0.959681,1.12572,1.424,-1.29733,8.6934,0.964219,1.17395,0.781981,1.31659,1.38054,1.44388,1.06945,0.709072,0.518515,0.757166,0.96779
C002168,543,1,11,18,2,60,1.21148,0.706314,1.73411,2.32727,39,35,15,63,63,0.999993,1,1.25,1.5,1.75,0.9961,0.985522,1.03497,0.964112,0.993806,0.980844,0.963739,0.854659,0.964904,1.01182,,,,,,1.03351,1.05362,0.981917,1.01194,1.04094,0.926455,0.805408,0.719079,0.61378,0.526053,0.965914,1.09114,0.950835,5.75298,10.901,0.911833,1.4953,-0.263698,-0.646832,0.440694,1.0396,0.82002,0.86309,1.29266,0.616694,0.631982,1.00953,0.852993,1.02496,2.14689,0.75623
C002169,543,2,12,18,2,51,1.47964,0.644075,4.66551,4.24564,46,45,26,41,63,0.99997,1,1.25,1.5,1.75,0.965367,1.05727,0.827317,1.01986,0.999133,1.09776,1.03699,1.07687,1.05397,0.887882,,,,,,0.963975,1.02555,0.958398,0.988838,0.888892,0.971264,0.893364,0.691703,0.64351,0.521869,0.848827,0.679767,0.783813,1.34201,-9.25736,1.10159,0.514499,2.26929,-1.151,0.617622,0.9851,0.824348,0.846315,0.734233,1.4133,0.891814,1.12649,0.950613,1.02974,0.998503,1.13229
C002170,543,3,13,18,2,41,0.938897,0.754671,1.11264,-4.52627,31,31,32,30,27,1.00004,1,1.25,1.5,1.75,1.04398,0.989142,1.01262,1.00326,1.01867,1.0244,1.00468,1.00849,0.918642,1.03224,,,0.953007,,,1.03988,0.997914,0.973525,1.03479,1.0388,0.903203,0.833567,0.786492,0.706363,0.523631,1.10918,0.879015,0.860864,-4.26282,-9.31876,0.859851,0.555074,-0.0240657,-1.73512,0.653105,1.03013,1.07296,1.22826,1.30414,0.611679,1.24232,0.727955,1.04205,0.81194,0.827892,1.19345
C002171,543,4,14,18,2,60,1.37882,-0.0486668,2.34191,-3.01267,37,22,36,0,0,0.999964,1,1.25,1.5,1.75,0.988671,0.956873,1.11188,1.04323,1.19529,1.01197,0.991528,0.946268,0.99673,1.00203,,,,,,1.01464,1.02351,0.969731,0.996501,1.06424,0.963921,0.829746,0.73394,0.639375,0.565783,0.942268,0.862763,1.16564,5.52866,-0.124496,0.766183,1.96394,-0.288576,3.73415,4.79232,1.10029,0.840396,0.880386,0.70228,1.21509,1.01754,1.44903,0.846715,0.706761,1.118,0.23363
C002172,544,1,15,18,2,25,1.25889,0.198643,-0.279695,0.21365,30,38,36,38,40,0.999838,1,1.25,1.5,1.75,1.0253,1.00256,0.996923,0.654507,1.16668,0.962704,1.00607,1.06847,1.04126,0.201967,,,,,,0.994388,1.06138,0.986959,1.00458,0.927423,0.950429,0.862368,0.756613,0.619799,0.546453,1.11081,1.07542,1.16877,1.09602,-7.69361,1.22783,1.34127,1.9006,-1.55802,0.975761,1.00316,1.06135,1.19354,1.20451,0.954304,0.781555,0.926845,0.973335,0.978418,2.01457,1.41843
C002173,544,2,16,18,2,60,1.10969,1.83862,-0.397057,3.81729,42,30,52,0,30,1.0001,1,1.25,1.5,1.75,1.01441,1.03312,1.0516,1.06601,1.08025,0.967685,1.02573,1.06085,0.97527,0.901639,,,,,,0.974628,0.932588,0.926665,0.958095,0.971665,0.952173,0.830986,0.757304,0.66876,0.86274,1.06566,0.663287,0.812143,0.991651,-6.52941,0.919325,1.14834,-0.118268,-2.10045,6.81625,1.03926,1.12775,1.25984,0.695586,0.552627,1.02428,0.91244,1.54941,0.939053,0.865193,1.07892
C002174,544,3,17,18,2,60,0.59486,0.551623,3.49754,-6.65707,32,24,33,22,63,1.00005,1,1.25,1.5,1.75,0.994345,0.974774,0.980433,1.0649,0.990157,1.02209,1.02689,1.00473,1.00843,0.957836,,,,,,0.954497,0.987701,0.988071,0.965487,0.943757,0.956833,0.833246,0.421088,0.628665,0.550743,0.992709,1.10642,0.8548,6.13557,0.223339,1.00316,1.54729,2.0027,3.45093,-5.40433,1.01279,0.935938,0.794758,1.18744,1.2952,1.23168,0.989582,0.898566,1.10841,1.01352,0.609957
C002175,544,4,18,18,2,60,1.34355,1.74358,-1.20349,1.48343,31,21,37,37,32,0.99995,1,1.25,1.5,1.75,0.97911,0.927171,1.08777,1.07888,1.00775,1.02051,0.910725,1.08514,1.01265,0.976533,,,,,,0.997128,1.03626,1.05838,0.948615,1.00014,0.979364,0.82165,0.707706,0.978642,0.550818,1.16635,1.12896,1.56693,0.862993,1.34291,0.952387,1.43942,0.21837,3.4909,1.1529,1.03839,0.942594,0.756154,1.28166,1.296,0.917527,0.936186,1.10027,0.830673,0.776131,1.25617
C002176,545,1,19,18,2,24,0.875208,1.19035,0.584442,0.647713,31,29,41,26,0,1.00007,1,1.25,1.5,1.75,0.986063,1.10648,0.990237,1.05271,0.819185,0.951865,1.03228,1.0433,1.01537,0.951588,,,,,,0.897169,1.03172,0.996918,1.09566,0.90455,0.905376,0.823394,0.702789,0.663388,0.542624,1.0116,1.16432,0.260932,6.15561,11.7458,1.0774,0.481042,0.213434,-1.99987,0.110263,1.0059,0.88997,1.15156,1.26966,1.38887,0.965066,0.93871,0.841263,1.0656,1.93243,0.910287
C002177,545,2,20,18,2,7,1.5151,1.00049,0.729811,1.39023,36,30,23,63,63,1.00012,1,1.25,1.5,1.75,1.00072,0.989847,1.0219,0.971981,0.994902,1.02494,0.920697,1.04893,0.989052,1.03515,,,,,,0.914266,1.03037,1.07552,0.96802,0.899565,0.948211,0.797449,0.798866,0.651855,0.563356,0.850486,0.652978,0.733847,1.06729,0.350417,0.811299,0.347206,-0.230659,-1.16913,-0.255289,0.990184,1.13593,1.1576,0.74912,0.626258,0.911226,0.815343,0.777684,1.50111,0.955633,1.04739
C002178,545,3,21,18,2,60,0.832284,1.32745,0.628399,0.767446,30,20,17,63,23,1.00013,1,1.25,1.5,1.75,1.00888,1.00846,1.04257,1.01141,0.93022,1.07273,0.964181,0.906171,0.994419,1.04431,,,,,,1.01583,0.980327,1.07286,0.976843,1.0286,0.919977,0.809156,0.762567,0.645639,0.555653,0.970261,0.933416,1.32338,1.1065,-8.00099,0.861952,1.36953,1.78286,-1.72931,-5.10528,1.05227,1.10512,1.22113,0.815179,0.657744,1.08655,1.25147,0.681325,0.701097,1.73267,1.40498
C002179,545,4,-20,19,2,60,0.480385,1.09444,-0.602623,1.4199,35,28,37,29,0,1.0001,1,1.25,1.5,1.75,1.0088,0.980799,0.980004,1.06678,1.01486,0.936597,1.01431,1.01182,1.08434,0.978132,,,,,,1.00349,1.03477,0.947889,0.961218,1.08453,0.874935,0.81165,0.787779,0.597731,0.535134,0.933613,-0.966208,-2.38107,6.56697,1.45205,1.11119,1.36522,0.102218,3.13925,1.92277,0.941807,1.27108,1.18216,0.650911,1.3506,0.716837,0.827637,0.761142,1.61435,2.01903,0.630215
C002180,546,1,-19,19,2,60,1.33407,0.787713,0.869385,-0.963084,33,33,33,0,63,1.00007,1,1.25,1.5,1.75,0.992218,1.05902,0.984285,1.02571,0.726982,0.93799,1.06013,1.02513,1.01541,1.00929,,1.07113,,,,0.972065,1.00098,1.01334,0.99372,1.02691,0.942234,0.827923,0.784136,0.637807,0.563316,1.21526,0.8179,1.04586,1.0737,1.31608,0.901237,1.61242,2.88875,-1.34123,6.64607,0.918998,0.882665,1.24437,1.27533,1.33374,0.923188,0.766626,1.43747,0.924433,0.662584,0.846094
C002181,546,2,-18,19,2,60,-0.131102,1.8195,1.68566,1.98047,42,39,37,0,37,1.00001,1,1.25,1.5,1.75,0.968768,0.974297,0.927865,0.93227,0.852842,1.09183,1.04468,1.00389,1.00982,1.07434,,,,,,1.0559,1.01283,1.05347,0.997898,1.08568,0.92037,0.847537,0.762203,0.648787,0.569665,0.87823,1.08992,1.31192,0.721449,1.2557,1.09614,0.450595,2.10057,-1.14513,-6.23835,0.984952,1.15205,1.15663,1.22168,0.666693,0.899895,0.790815,1.01701,0.738823,0.951867,0.494963
C002182,546,3,-17,19,2,60,0.850643,0.0618234,0.987292,4.42473,28,39,26,51,30,1.00016,1,1.25,1.5,1.75,1.06769,1.04917,1.00947,0.991074,0.991909,1.00567,0.980701,1.05952,0.970381,1.06661,,,,,,1.02021,1.04188,1.05452,1.01042,1.09827,0.941712,0.82175,0.743284,0.652197,0.557606,1.18009,1.03548,1.55135,0.980505,11.8284,0.935567,1.56314,-0.325449,-1.19975,6.97218,1.01529,0.835583,0.806071,0.772337,1.00748,1.0029,0.659412,1.55702,0.864538,0.842964,1.16995
C002183,546,4,-16,19,2,27,1.01165,2.37784,1.39681,-2.30987,22,37,43,29,44,0.999915,1,1.25,1.5,1.75,1.00005,0.994464,1.0033,1.03572,0.9948,0.999282,1.00699,0.923304,1.09099,1.00664,,,,,,0.949645,1.01556,0.96034,0.968872,1.05015,0.917494,0.826095,0.769314,0.584782,0.534474,0.943481,1.09227,1.19744,0.918913,-0.586254,0.936834,1.76266,-0.556501,-1.40451,-3.50296,0.934735,0.868823,0.864862,1.21583,0.671942,0.945625,1.37788,1.10028,1.55467,1.34772,1.14769
C002184,547,1,-15,19,2,60,1.39495,1.3003,-0.799753,-7.07412,31,35,24,29,0,0.999866,1,1.25,1.5,1.75,0.985832,1.00191,1.01144,1.19932,0.945714,0.843126,0.960522,1.05042,0.908262,0.941322,,,,,,1.03337,0.920008,0.933992,0.957259,0.989622,0.951082,0.802471,0.785803,0.692479,0.545143,1.0796,0.882132,-2.36287,0.999732,-7.08442,1.07379,1.7116,1.7437,-2.07377,6.53581,1.00615,0.735995,1.15496,0.739608,1.07157,0.67453,1.00315,0.863222,1.01528,0.982313,0.88657
C002185,547,2,-14,19,1,,0.0206365,1.47378,0.358315,-4.49754,9,63,18,33,38,1.00009,1,1.25,1.5,1.75,0.995813,1.04724,1.08415,0.876907,0.957977,1.02646,1.09087,0.928176,0.900808,1.00084,,,,,,0.956745,0.991437,0.962644,1.03341,0.974252,0.951206,0.798989,0.698091,0.604209,0.837915,0.879792,0.882306,1.15922,1.35017,1.39559,0.886751,0.582805,-0.0249377,3.4909,2.96287,0.986953,1.12685,1.16126,0.787637,1.35242,1.21954,0.741581,0.829683,0.857841,1.94767,1.23346
C002186,547,3,-13,19,2,60,0.654185,0.288371,-0.0232404,-1.8055,33,32,31,29,35,0.999852,1,1.25,1.5,1.75,1.02228,0.984891,1.07859,1.01257,1.06113,0.977633,1.02619,0.950566,0.970987,0.982463,,,,,,1.04019,1.02813,0.982379,0.989729,0.896031,0.919574,0.81235,0.746139,0.647356,0.558661,0.929181,1.12478,1.517,-3.84702,-8.10575,0.972068,1.32783,2.34765,-0.539429,1.56766,1.04653,1.05516,1.18586,1.17482,1.35956,0.797439,0.850428,1.08613,0.878337,2.10584,1.08321
C002187,547,4,-12,19,2,60,0.824712,1.89296,0.611041,0.0499603,33,33,20,23,18,1.00012,1,1.25,1.5,1.75,1.06181,0.960883,0.952554,0.973545,0.916693,0.982779,1.02858,0.959119,0.952948,0.99997,,,,,,1.0096,0.959586,0.984018,1.0276,1.01207,0.925629,0.779973,0.785287,0.670834,0.57923,1.00976,0.691406,0.635151,0.811947,10.3058,0.99838,0.291723,-0.172053,-1.32879,8.31927,1.02481,1.09351,1.1569,0.792904,1.02272,1.18029,1.1418,1.24051,0.848125,0.909106,0.775765
C002188,548,1,-11,19,1,,0.628942,1.62012,1.27229,1.68755,27,39,31,22,15,1.00004,1,1.25,1.5,1.75,0.984575,0.937205,1.0163,0.9997,0.982498,1.02903,1.02863,0.992494,1.0534,1.01708,,,,,,0.930546,0.950092,0.932379,1.02114,0.977743,0.923999,0.773003,0.751277,0.65259,0.532599,0.907115,0.671128,0.741978,1.80901,1.14962,0.989055,0.665368,-0.150253,3.60553,-7.20277,0.972367,0.843297,1.16879,1.19272,1.27884,0.721315,0.864785,0.67876,1.50545,0.652765,0.722196
C002189,548,2,-10,19,2,5,0.426224,0.108001,1.84655,-2.07632,14,42,25,41,63,1.00007,1,1.25,1.5,1.75,0.978338,0.884339,0.999143,0.801551,0.990853,0.989097,1.05055,0.962915,1.05948,1.82069,,,,,,1.00262,1.04427,0.922414,1.10734,1.01905,0.934205,0.87003,0.759826,0.69842,0.550564,0.940399,1.26055,0.818954,0.450392,-0.168964,0.872019,1.48509,1.99074,-1.14221,1.37719,0.979846,1.15846,0.812221,1.32064,1.03739,0.929325,1.10876,1.49393,0.720359,0.952143,0.884205
C002190,548,3,-9,19,2,30,1.264,1.62866,4.10088,3.2908,24,40,44,63,0,0.999871,1,1.25,1.5,1.75,1.00833,0.926813,0.945149,0.934035,0.977212,0.97715,0.994057,0.886633,0.907378,0.985307,,,,,,0.972612,0.979219,0.982293,1.06653,0.979734,0.892241,0.854047,0.794995,0.667149,0.563668,1.06042,0.594084,1.45868,0.99654,2.40153,0.930498,0.604674,-0.529167,3.68448,1.61995,0.909228,0.792992,0.766612,0.746722,0.673866,0.939302,0.88897,0.986821,1.49084,0.928602,1.04509
